lat_cell,lon_cell,continent,year,n_rec,S_obs,S_rare10
47.1,15.2,europe,2024,1,1,
52.7,12.2,europe,2024,8,10,
42.4,0.9,europe,2023,7,6,
48.9,-0.5,europe,2024,8,4,
60.0,-1.3,europe,2025,6,2,
37.7,-25.2,europe,2023,8,4,
43.5,-3.6,europe,2024,17,7,5.404
48.3,2.5,europe,2024,2,1,
61.7,17.5,europe,2023,1,1,
47.4,7.1,europe,2025,1,2,
51.6,16.1,europe,2025,17,8,6.401
55.6,37.4,europe,2024,1,1,
41.6,13.9,europe,2025,2,2,
37.8,-25.2,europe,2023,3,8,
53.6,9.0,europe,2023,1,1,
44.5,6.2,europe,2025,5,11,
44.0,10.7,europe,2024,2,1,
42.0,26.4,europe,2024,3,4,
56.7,16.7,europe,2025,2,6,
49.7,22.8,europe,2025,1,1,
51.6,16.1,europe,2023,1,1,
40.3,44.2,europe,2025,6,7,
28.8,-18.0,europe,2025,2,2,
29.2,-13.5,europe,2024,1,1,
29.1,-13.5,europe,2024,6,2,
47.4,7.1,europe,2023,4,4,
38.4,-28.4,europe,2023,7,4,
28.1,-16.8,europe,2025,2,2,
58.2,13.9,europe,2024,1,1,
28.1,-16.7,europe,2023,3,2,
32.7,-16.8,europe,2023,2,2,
43.3,4.7,europe,2025,1,1,
32.7,-17.0,europe,2024,11,7,6.636
29.1,-13.6,europe,2023,2,3,
39.9,-4.0,europe,2024,2,1,
43.5,4.2,europe,2024,2,5,
36.5,-6.2,europe,2024,2,4,
47.3,11.9,europe,2023,1,1,
43.4,4.6,europe,2024,6,5,
35.4,12.6,europe,2023,2,2,
49.3,5.5,europe,2023,10,1,1.0
56.5,16.4,europe,2024,1,1,
29.0,-13.6,europe,2025,1,1,
42.9,-0.3,europe,2023,3,4,
51.0,16.6,europe,2025,4,1,
51.6,23.2,europe,2025,3,3,
39.2,25.8,europe,2025,1,2,
37.9,23.7,europe,2023,2,2,
41.9,-4.8,europe,2024,3,4,
57.1,16.9,europe,2023,1,1,
47.0,4.7,europe,2024,1,1,
34.6,32.9,europe,2025,4,4,
37.7,-25.4,europe,2023,1,1,
48.7,5.7,europe,2024,2,1,
48.8,9.1,europe,2023,8,22,
38.2,15.6,europe,2025,2,2,
52.2,21.0,europe,2023,2,2,
42.3,9.4,europe,2024,4,3,
39.7,3.1,europe,2023,2,7,
38.0,14.6,europe,2025,2,2,
50.3,18.7,europe,2025,2,4,
46.5,16.4,europe,2025,1,1,
40.6,-8.8,europe,2024,1,1,
39.3,16.9,europe,2025,6,9,
40.6,8.1,europe,2025,1,1,
45.6,2.9,europe,2025,1,1,
43.0,3.0,europe,2023,7,17,
38.1,-4.1,europe,2025,15,15,11.048
50.3,18.7,europe,2024,3,8,
44.2,5.2,europe,2024,1,1,
43.3,5.3,europe,2024,1,1,
35.2,25.7,europe,2025,8,5,
43.6,4.9,europe,2024,5,2,
41.7,-0.5,europe,2023,1,1,
46.4,16.5,europe,2023,2,2,
39.3,26.6,europe,2023,2,2,
36.9,22.4,europe,2025,1,1,
39.1,9.4,europe,2025,4,4,
43.5,2.3,europe,2023,6,15,
45.0,14.6,europe,2023,1,2,
39.6,16.2,europe,2024,2,4,
44.5,14.3,europe,2024,1,1,
39.4,16.9,europe,2025,5,9,
46.0,14.5,europe,2025,1,4,
37.0,-6.3,europe,2023,1,1,
37.4,13.2,europe,2025,1,1,
39.8,26.0,europe,2024,1,1,
44.0,8.0,europe,2023,1,2,
42.5,-0.9,europe,2024,2,2,
42.5,11.1,europe,2024,3,3,
36.7,-4.4,europe,2023,4,4,
39.3,16.2,europe,2024,2,5,
38.8,8.8,europe,2023,2,3,
41.2,13.0,europe,2023,3,2,
29.1,-13.6,europe,2025,7,4,
38.2,-8.4,europe,2024,8,3,
40.2,17.8,europe,2025,3,5,
41.1,0.6,europe,2023,3,2,
42.3,8.7,europe,2023,2,3,
43.2,2.4,europe,2024,1,1,
43.6,4.3,europe,2024,2,2,
41.1,1.0,europe,2023,1,2,
51.8,-2.6,europe,2024,2,2,
39.2,16.5,europe,2023,8,8,
54.2,-0.6,europe,2023,2,3,
53.9,-2.5,europe,2023,1,1,
38.1,14.8,europe,2025,22,7,6.251
54.1,-2.7,europe,2023,1,3,
43.2,-1.7,europe,2023,23,1,1.0
44.7,5.5,europe,2023,4,3,
48.7,1.7,europe,2023,33,8,4.767
57.5,-3.5,europe,2024,4,1,
49.2,2.5,europe,2023,1,3,
57.5,-3.7,europe,2024,6,1,
51.3,1.4,europe,2025,3,3,
42.4,2.0,europe,2025,1,1,
48.1,7.1,europe,2024,2,1,
49.7,1.5,europe,2023,7,2,
47.9,0.3,europe,2023,2,2,
62.3,12.6,europe,2025,1,1,
48.7,0.0,europe,2023,4,2,
45.5,6.6,europe,2023,1,1,
42.5,2.5,europe,2023,3,1,
63.1,18.7,europe,2023,7,4,
42.4,2.1,europe,2023,8,1,
53.2,-6.3,europe,2023,1,1,
49.0,-0.4,europe,2023,2,2,
46.8,8.2,europe,2023,2,1,
42.3,1.8,europe,2023,3,2,
48.3,8.8,europe,2024,1,1,
57.8,26.8,europe,2024,1,1,
42.1,1.8,europe,2025,7,4,
44.9,9.1,europe,2023,1,1,
50.3,10.9,europe,2025,1,1,
53.3,6.2,europe,2025,1,1,
52.4,-3.0,europe,2025,3,1,
50.6,-3.6,europe,2024,1,1,
64.2,20.1,europe,2023,8,5,
52.2,14.4,europe,2024,2,2,
52.4,-3.0,europe,2024,2,1,
48.4,22.6,europe,2023,2,3,
53.9,-2.6,europe,2025,1,1,
51.3,5.8,europe,2025,1,1,
61.7,14.6,europe,2025,5,4,
64.0,20.5,europe,2024,17,3,2.588
47.9,7.0,europe,2023,1,1,
55.2,-6.3,europe,2025,1,1,
50.9,6.0,europe,2025,4,5,
51.1,13.8,europe,2023,1,1,
42.1,1.7,europe,2025,6,2,
50.1,15.8,europe,2025,1,1,
60.5,17.8,europe,2023,2,3,
52.0,-3.0,europe,2025,1,1,
42.5,-6.3,europe,2023,2,2,
53.5,-1.9,europe,2024,4,4,
48.1,7.2,europe,2023,1,1,
59.2,15.4,europe,2024,3,2,
55.4,11.8,europe,2024,2,3,
56.3,8.8,europe,2023,2,2,
45.5,25.0,europe,2023,1,2,
47.9,0.4,europe,2025,1,1,
59.9,17.8,europe,2025,2,2,
53.2,23.1,europe,2025,3,7,
37.8,-1.6,europe,2023,3,3,
41.4,-7.7,europe,2023,2,6,
51.6,5.2,europe,2023,2,2,
48.3,-0.4,europe,2023,4,4,
53.1,-6.4,europe,2023,2,4,
60.3,16.1,europe,2024,2,2,
53.2,5.0,europe,2025,1,2,
55.2,38.8,europe,2024,2,5,
57.6,-3.6,europe,2024,1,1,
70.9,27.6,europe,2025,2,2,
63.6,9.7,europe,2024,1,2,
38.7,-27.1,europe,2025,3,5,
53.3,5.2,europe,2023,2,5,
45.9,-1.1,europe,2025,2,1,
64.9,25.3,europe,2024,1,1,
49.4,-1.3,europe,2024,11,3,3.0
42.7,1.6,europe,2023,1,1,
55.8,-4.2,europe,2023,1,2,
44.8,6.7,europe,2023,5,2,
54.4,-8.5,europe,2024,3,2,
48.5,12.0,europe,2023,1,1,
59.8,-1.4,europe,2023,6,5,
52.1,16.9,europe,2024,1,1,
60.0,25.1,europe,2023,1,1,
69.1,29.1,europe,2025,1,2,
57.9,22.0,europe,2024,3,3,
55.6,39.4,europe,2025,1,1,
54.9,-1.5,europe,2025,4,4,
47.8,10.9,europe,2023,1,2,
60.3,-1.2,europe,2025,2,2,
48.6,-1.7,europe,2024,3,2,
51.2,12.5,europe,2024,1,1,
64.7,26.7,europe,2024,1,4,
52.2,17.5,europe,2025,1,1,
53.9,-1.1,europe,2025,1,1,
52.3,20.3,europe,2024,1,1,
52.3,0.0,europe,2023,5,7,
52.9,22.9,europe,2024,1,4,
54.1,-3.1,europe,2025,3,3,
53.1,23.2,europe,2025,1,1,
51.7,-1.4,europe,2023,2,2,
59.0,17.6,europe,2025,5,4,
51.2,14.5,europe,2025,2,1,
64.9,25.4,europe,2024,1,1,
52.2,13.4,europe,2025,1,1,
42.3,-5.8,europe,2023,6,10,
60.2,24.0,europe,2023,3,2,
51.5,-0.1,europe,2023,11,12,11.273
61.4,23.8,europe,2025,1,1,
53.3,-2.2,europe,2024,5,5,
48.1,0.4,europe,2024,4,4,
61.8,16.6,europe,2023,3,11,
45.7,9.9,europe,2024,22,6,4.773
51.3,13.8,europe,2023,3,8,
49.6,13.1,europe,2024,2,2,
45.6,11.4,europe,2024,1,1,
40.6,0.8,europe,2024,2,2,
53.3,-6.3,europe,2024,5,4,
49.7,13.2,europe,2023,8,3,
44.2,5.8,europe,2023,2,2,
58.9,17.0,europe,2024,1,1,
47.1,19.0,europe,2023,1,2,
49.1,0.7,europe,2025,7,15,
44.4,26.0,europe,2024,1,1,
44.8,5.4,europe,2024,2,2,
37.3,-7.8,europe,2024,3,4,
45.9,4.5,europe,2024,3,6,
55.0,12.3,europe,2024,3,4,
50.2,18.4,europe,2023,1,1,
40.4,-3.7,europe,2024,3,3,
52.1,-0.6,europe,2024,1,2,
47.2,-2.4,europe,2023,1,1,
56.3,13.0,europe,2024,3,4,
49.0,1.8,europe,2023,1,3,
51.6,0.4,europe,2023,6,10,
58.7,25.4,europe,2024,4,5,
39.8,-5.6,europe,2025,1,1,
42.6,12.9,europe,2024,1,1,
55.5,13.8,europe,2024,2,2,
56.0,-3.5,europe,2025,2,2,
42.0,2.8,europe,2024,6,7,
48.8,8.9,europe,2025,18,6,4.591
59.9,17.6,europe,2025,4,3,
50.6,3.3,europe,2024,2,2,
42.8,-8.6,europe,2023,3,3,
40.3,-8.3,europe,2023,1,2,
37.0,-3.7,europe,2025,1,5,
41.4,-8.6,europe,2023,2,1,
51.9,-8.5,europe,2024,6,6,
51.2,-2.8,europe,2025,2,3,
39.4,16.5,europe,2024,1,5,
52.6,9.1,europe,2025,3,7,
52.2,12.6,europe,2024,3,11,
50.9,7.1,europe,2023,2,7,
43.4,2.3,europe,2024,4,4,
47.3,8.7,europe,2023,1,2,
38.6,-8.2,europe,2024,9,5,
50.1,5.6,europe,2023,1,1,
51.9,46.6,europe,2024,8,5,
54.4,-1.1,europe,2023,2,6,
41.6,2.4,europe,2024,2,2,
45.4,-1.1,europe,2023,2,1,
56.1,46.9,europe,2025,1,1,
48.1,-3.2,europe,2023,2,8,
47.4,14.1,europe,2023,5,5,
53.0,-6.4,europe,2024,2,5,
43.7,11.8,europe,2025,1,1,
49.9,14.8,europe,2024,1,1,
50.9,3.6,europe,2024,1,1,
41.3,-8.5,europe,2025,1,3,
46.9,8.1,europe,2025,1,1,
55.8,-3.1,europe,2023,3,3,
56.1,47.4,europe,2023,2,2,
42.1,-8.6,europe,2025,2,2,
56.3,26.2,europe,2024,1,1,
56.1,14.9,europe,2024,3,3,
50.8,4.7,europe,2024,13,2,1.769
51.1,-1.7,europe,2025,2,4,
51.2,15.1,europe,2025,4,2,
53.3,-6.2,europe,2024,3,2,
49.2,23.5,europe,2023,2,2,
50.0,5.4,europe,2023,2,6,
50.7,4.6,europe,2023,1,3,
45.7,6.2,europe,2024,1,1,
60.0,17.0,europe,2025,4,4,
52.0,5.9,europe,2025,4,9,
52.9,-6.3,europe,2023,1,1,
51.7,0.5,europe,2025,1,5,
58.9,22.0,europe,2025,5,8,
56.1,-3.4,europe,2025,4,9,
45.1,7.0,europe,2023,1,2,
46.2,10.9,europe,2025,4,2,
42.1,-8.6,europe,2024,1,1,
43.4,2.3,europe,2023,2,2,
47.5,5.1,europe,2024,2,3,
59.2,17.7,europe,2024,8,3,
53.9,-2.5,europe,2025,1,1,
51.7,0.7,europe,2023,1,1,
50.5,6.1,europe,2025,8,8,
42.1,1.8,europe,2023,4,3,
41.6,1.7,europe,2024,1,2,
45.5,8.1,europe,2025,1,1,
55.1,39.6,europe,2025,1,1,
54.4,-1.3,europe,2023,2,2,
40.6,-2.0,europe,2024,4,3,
42.6,-7.1,europe,2023,6,3,
41.6,44.6,europe,2025,10,9,9.0
34.9,32.8,europe,2024,2,1,
45.3,4.4,europe,2025,3,2,
40.2,9.1,europe,2023,1,1,
52.2,-7.3,europe,2023,1,1,
54.7,9.2,europe,2023,2,3,
41.5,14.3,europe,2023,4,4,
46.3,13.7,europe,2024,2,3,
41.4,1.5,europe,2025,1,1,
63.3,18.6,europe,2024,1,1,
52.9,0.8,europe,2025,2,2,
45.6,7.2,europe,2023,1,1,
41.6,2.3,europe,2025,2,6,
46.8,8.0,europe,2025,3,3,
42.6,12.9,europe,2023,1,1,
43.0,12.6,europe,2023,1,1,
40.9,-5.7,europe,2024,13,13,11.951
52.7,-0.7,europe,2024,1,1,
41.7,9.2,europe,2023,6,4,
53.3,-8.7,europe,2024,1,1,
44.3,3.9,europe,2023,2,2,
51.6,10.9,europe,2024,2,2,
39.3,16.7,europe,2023,5,10,
53.9,27.6,europe,2025,3,3,
59.9,17.1,europe,2024,1,1,
41.2,-1.4,europe,2024,2,3,
44.1,7.0,europe,2024,3,3,
43.6,4.1,europe,2025,1,3,
48.8,18.5,europe,2024,1,1,
45.0,29.2,europe,2023,4,9,
38.1,12.7,europe,2023,2,1,
52.1,14.1,europe,2024,3,10,
52.4,13.5,europe,2023,5,3,
51.1,2.6,europe,2025,2,1,
39.9,44.7,europe,2023,4,3,
39.2,25.8,europe,2023,6,7,
41.0,25.1,europe,2023,1,1,
37.1,-7.0,europe,2023,4,5,
40.6,-3.6,europe,2024,1,1,
41.7,-5.8,europe,2023,1,1,
55.9,15.7,europe,2025,1,1,
53.6,0.0,europe,2024,1,1,
39.5,16.8,europe,2023,2,2,
49.3,-1.1,europe,2024,2,2,
52.9,4.7,europe,2023,3,7,
51.8,17.1,europe,2023,1,1,
63.7,20.8,europe,2025,3,3,
46.6,20.3,europe,2023,1,1,
51.8,17.2,europe,2023,4,4,
57.7,27.3,europe,2023,2,1,
52.0,5.4,europe,2023,5,5,
41.9,24.2,europe,2024,12,3,2.833
69.4,17.9,europe,2023,1,1,
46.5,-0.8,europe,2025,1,1,
64.4,26.7,europe,2024,2,5,
70.5,29.4,europe,2024,1,1,
58.0,15.5,europe,2023,2,3,
47.8,0.4,europe,2025,2,2,
48.3,6.8,europe,2024,2,2,
48.1,16.3,europe,2023,2,2,
48.1,-1.4,europe,2023,1,1,
48.2,21.2,europe,2025,1,1,
48.5,-2.3,europe,2024,2,1,
47.2,8.1,europe,2025,1,2,
43.1,-4.7,europe,2023,1,3,
53.4,14.9,europe,2024,2,2,
50.8,3.4,europe,2024,1,1,
51.5,4.6,europe,2024,2,8,
44.5,10.1,europe,2024,1,1,
39.8,16.0,europe,2025,1,1,
48.1,11.5,europe,2025,1,1,
56.3,8.9,europe,2024,7,19,
51.6,-2.9,europe,2023,2,4,
47.9,2.1,europe,2025,14,14,11.264
48.4,16.9,europe,2024,2,2,
48.6,-0.5,europe,2024,6,4,
51.3,21.0,europe,2024,1,1,
52.2,13.7,europe,2025,1,2,
51.5,4.6,europe,2025,1,1,
57.5,12.0,europe,2023,1,1,
56.1,15.5,europe,2023,1,2,
47.2,8.5,europe,2023,1,1,
40.6,19.3,europe,2024,32,2,1.997
43.4,1.4,europe,2023,1,1,
56.3,14.8,europe,2025,1,1,
41.2,1.6,europe,2025,1,1,
47.5,21.2,europe,2024,1,1,
49.6,17.3,europe,2023,1,1,
59.3,26.8,europe,2024,1,1,
48.6,-3.6,europe,2025,4,6,
60.2,-1.5,europe,2025,1,1,
45.1,7.5,europe,2023,1,1,
50.8,-1.7,europe,2024,1,1,
40.4,16.0,europe,2024,1,4,
56.0,14.2,europe,2024,6,10,
55.8,-4.5,europe,2025,2,3,
59.3,15.8,europe,2025,1,1,
52.1,0.2,europe,2023,1,1,
51.7,-2.5,europe,2023,4,6,
48.2,13.1,europe,2025,1,8,
64.8,25.4,europe,2023,8,9,
48.3,11.6,europe,2023,1,1,
51.8,-5.3,europe,2023,1,2,
42.3,-5.9,europe,2024,1,1,
50.3,-4.5,europe,2025,1,3,
47.5,-2.7,europe,2024,3,2,
60.6,17.4,europe,2025,1,1,
52.5,1.4,europe,2023,1,5,
57.9,21.9,europe,2023,2,2,
58.3,-6.7,europe,2023,1,1,
61.4,21.7,europe,2023,1,2,
54.3,-8.7,europe,2025,2,1,
53.7,14.4,europe,2025,2,4,
54.4,10.1,europe,2025,4,4,
48.4,-5.2,europe,2025,9,5,
53.4,5.8,europe,2024,2,3,
48.6,-2.1,europe,2023,1,1,
70.1,20.0,europe,2024,5,7,
39.6,16.7,europe,2024,2,4,
59.2,15.7,europe,2024,1,1,
50.7,-1.3,europe,2024,1,2,
64.4,26.7,europe,2025,1,1,
51.7,0.9,europe,2025,3,6,
53.9,10.4,europe,2023,2,2,
43.6,4.9,europe,2025,1,2,
45.1,0.4,europe,2024,4,3,
51.1,5.9,europe,2025,1,1,
50.6,2.4,europe,2023,2,6,
62.5,12.5,europe,2023,1,1,
57.6,12.0,europe,2023,3,1,
48.1,0.4,europe,2025,1,1,
55.0,-5.1,europe,2023,1,2,
64.8,25.3,europe,2023,1,2,
53.9,-7.9,europe,2024,1,1,
52.9,23.8,europe,2024,4,9,
50.7,3.4,europe,2025,2,5,
48.9,24.7,europe,2025,2,2,
54.0,-8.5,europe,2024,1,3,
50.1,-5.7,europe,2023,4,2,
48.7,-3.3,europe,2023,2,1,
58.7,16.8,europe,2023,1,1,
50.2,10.9,europe,2024,1,1,
45.7,14.4,europe,2023,2,6,
46.4,16.5,europe,2024,2,1,
53.4,5.4,europe,2025,2,1,
51.7,16.9,europe,2025,2,7,
60.0,17.5,europe,2024,1,2,
52.5,-1.7,europe,2025,1,3,
51.2,-3.1,europe,2023,3,10,
51.9,1.1,europe,2023,3,5,
60.7,5.0,europe,2023,3,4,
51.4,22.9,europe,2024,3,1,
63.0,16.2,europe,2023,1,1,
52.7,6.0,europe,2024,1,2,
51.1,2.9,europe,2025,1,3,
56.1,-2.9,europe,2024,1,1,
53.5,-1.7,europe,2023,2,2,
52.5,14.6,europe,2025,1,3,
57.1,16.2,europe,2024,1,3,
53.5,-10.2,europe,2024,1,1,
61.8,16.0,europe,2023,1,1,
48.3,-4.8,europe,2023,1,1,
50.2,16.8,europe,2025,4,3,
39.8,3.1,europe,2024,2,3,
38.1,15.0,europe,2025,2,2,
28.4,-16.3,europe,2023,2,3,
51.3,23.1,europe,2024,3,4,
53.5,22.9,europe,2023,1,1,
42.8,1.2,europe,2023,7,14,
41.5,-3.7,europe,2023,2,8,
60.9,13.9,europe,2023,2,3,
39.5,16.3,europe,2025,7,7,
41.4,46.1,europe,2025,11,9,8.909
39.5,16.8,europe,2025,5,4,
39.5,16.6,europe,2023,4,11,
44.8,-0.5,europe,2025,1,1,
28.7,-13.9,europe,2023,9,5,
46.9,7.1,europe,2025,1,1,
50.7,4.8,europe,2023,1,5,
47.1,15.4,europe,2024,2,2,
49.7,5.1,europe,2024,2,2,
49.2,1.1,europe,2025,14,7,5.945
51.3,23.1,europe,2025,1,1,
42.8,-0.8,europe,2025,1,1,
52.2,16.8,europe,2024,2,2,
45.2,-0.7,europe,2023,2,3,
44.1,1.9,europe,2023,3,7,
43.5,0.1,europe,2025,1,1,
43.3,6.4,europe,2023,1,1,
44.3,9.4,europe,2023,4,5,
44.6,-1.3,europe,2024,2,2,
40.2,9.6,europe,2024,3,2,
42.9,13.3,europe,2024,1,1,
39.6,-31.1,europe,2023,3,2,
39.9,-6.1,europe,2024,1,1,
44.2,1.4,europe,2024,9,1,
43.1,2.5,europe,2024,8,1,
57.0,-4.1,europe,2024,1,3,
58.1,15.5,europe,2024,8,5,
60.5,25.3,europe,2025,1,2,
41.0,0.8,europe,2024,4,4,
44.4,8.6,europe,2024,5,8,
62.3,25.9,europe,2024,3,3,
42.2,14.5,europe,2023,2,3,
63.4,19.4,europe,2025,2,2,
64.2,20.1,europe,2025,11,10,9.455
43.6,-1.4,europe,2025,1,1,
54.3,23.1,europe,2023,2,4,
50.5,5.9,europe,2025,1,2,
41.0,0.8,europe,2023,1,1,
40.5,-8.5,europe,2023,1,4,
51.5,-8.8,europe,2025,1,1,
42.8,13.9,europe,2023,4,4,
46.0,3.6,europe,2023,1,3,
60.1,-1.1,europe,2023,3,3,
47.9,13.3,europe,2024,1,2,
48.6,-2.9,europe,2025,2,2,
50.2,16.7,europe,2023,2,2,
60.4,-1.5,europe,2025,1,1,
52.9,-9.4,europe,2024,2,2,
49.1,-1.3,europe,2024,1,1,
46.8,4.9,europe,2023,1,1,
59.4,24.9,europe,2023,1,1,
50.6,-1.4,europe,2023,3,4,
59.4,24.9,europe,2025,2,2,
51.2,-1.7,europe,2025,2,2,
54.2,-2.9,europe,2023,1,1,
51.8,-7.9,europe,2023,3,3,
47.7,17.0,europe,2025,1,2,
50.1,20.8,europe,2024,1,1,
60.6,5.2,europe,2024,2,4,
51.5,22.4,europe,2025,5,4,
62.0,14.7,europe,2024,2,4,
54.5,-3.2,europe,2023,2,6,
45.9,1.2,europe,2024,2,2,
66.9,27.5,europe,2023,1,1,
52.2,5.8,europe,2024,1,4,
54.8,-2.0,europe,2023,1,2,
52.7,-3.5,europe,2023,1,6,
43.0,11.6,europe,2025,2,2,
60.5,18.0,europe,2023,3,7,
53.3,9.7,europe,2025,1,5,
53.4,-1.8,europe,2023,1,1,
50.7,5.9,europe,2023,2,3,
49.1,9.0,europe,2024,1,3,
50.5,-3.9,europe,2023,1,2,
56.1,-4.7,europe,2024,5,12,
56.1,-4.7,europe,2025,8,11,
54.5,-3.3,europe,2023,2,4,
52.2,6.9,europe,2023,3,2,
50.3,16.8,europe,2024,1,1,
65.6,22.2,europe,2025,1,2,
51.3,-0.8,europe,2025,2,1,
53.0,4.8,europe,2024,2,4,
52.6,9.0,europe,2024,1,1,
48.3,-0.8,europe,2023,1,1,
54.6,11.9,europe,2023,1,3,
43.7,11.8,europe,2023,2,2,
63.6,8.4,europe,2023,3,7,
57.4,12.2,europe,2025,3,3,
40.4,15.9,europe,2024,1,5,
49.4,11.8,europe,2023,3,8,
43.9,5.1,europe,2024,1,1,
42.5,10.1,europe,2023,1,1,
48.1,-1.5,europe,2024,2,1,
48.3,6.4,europe,2023,1,1,
45.2,8.2,europe,2025,1,4,
40.5,-4.2,europe,2023,3,2,
42.5,1.8,europe,2024,4,1,
39.0,-8.0,europe,2023,3,2,
47.8,7.8,europe,2025,2,8,
37.7,-8.7,europe,2023,1,1,
41.6,-8.5,europe,2025,1,1,
40.7,13.4,europe,2023,1,1,
39.7,-4.5,europe,2023,3,3,
43.2,-8.3,europe,2023,1,1,
42.3,-0.3,europe,2023,4,5,
60.2,-1.2,europe,2023,1,1,
43.7,3.4,europe,2023,2,2,
44.2,15.7,europe,2024,1,1,
45.0,6.4,europe,2023,2,1,
41.3,43.2,europe,2025,1,2,
44.6,1.7,europe,2024,2,3,
47.7,16.4,europe,2024,1,1,
42.7,3.0,europe,2024,2,2,
39.8,32.6,europe,2023,5,5,
45.6,27.1,europe,2025,1,1,
70.1,20.0,europe,2023,3,1,
52.4,9.0,europe,2024,1,1,
52.0,8.3,europe,2023,1,6,
41.4,-0.2,europe,2023,1,1,
42.4,-8.7,europe,2024,1,1,
43.2,3.3,europe,2023,3,7,
52.6,6.6,europe,2023,5,1,
45.3,-0.9,europe,2024,1,1,
39.3,16.1,europe,2025,2,2,
47.8,16.9,europe,2023,1,1,
41.0,0.6,europe,2024,2,2,
52.1,4.7,europe,2024,3,1,
42.8,13.2,europe,2024,1,2,
38.0,23.6,europe,2025,2,1,
42.3,48.0,europe,2023,4,6,
50.2,21.4,europe,2023,2,1,
36.0,-5.6,europe,2024,1,1,
52.3,6.4,europe,2024,1,1,
56.4,9.3,europe,2025,1,7,
45.7,25.6,europe,2024,1,1,
42.0,-8.5,europe,2025,1,1,
49.3,0.3,europe,2025,4,3,
49.3,5.5,europe,2025,1,1,
39.6,16.1,europe,2024,9,2,
50.3,9.0,europe,2024,3,4,
45.6,27.1,europe,2024,2,1,
50.6,9.9,europe,2025,2,1,
52.2,12.7,europe,2023,1,1,
51.7,24.0,europe,2024,1,1,
47.0,5.7,europe,2024,2,2,
45.2,-0.5,europe,2025,1,1,
48.0,-0.8,europe,2024,1,1,
50.0,8.4,europe,2024,1,1,
56.7,27.4,europe,2023,1,1,
48.5,-4.2,europe,2025,1,1,
51.7,8.3,europe,2023,2,2,
39.8,45.1,europe,2024,9,7,
40.3,-5.2,europe,2023,1,1,
38.1,13.3,europe,2025,5,4,
38.6,-27.4,europe,2024,2,4,
49.5,0.1,europe,2023,5,4,
41.9,12.4,europe,2024,2,1,
45.1,9.1,europe,2025,1,1,
51.4,0.0,europe,2024,1,1,
51.5,0.4,europe,2023,1,1,
45.3,11.8,europe,2025,1,1,
43.5,3.7,europe,2023,1,1,
52.5,-2.0,europe,2023,1,1,
41.8,12.4,europe,2023,5,3,
45.4,9.1,europe,2023,3,4,
40.1,-8.3,europe,2025,1,1,
52.3,4.8,europe,2023,1,1,
51.0,2.0,europe,2025,3,5,
39.2,26.2,europe,2025,2,2,
58.6,5.5,europe,2025,2,2,
57.6,-3.4,europe,2023,2,1,
47.5,-3.0,europe,2023,1,1,
47.7,8.8,europe,2023,1,1,
57.6,12.0,europe,2025,2,2,
51.0,6.9,europe,2023,1,2,
61.5,12.7,europe,2023,16,4,3.125
45.2,7.8,europe,2025,1,2,
36.8,-6.3,europe,2024,1,4,
42.8,-9.2,europe,2023,3,2,
47.2,14.7,europe,2024,1,1,
52.2,17.5,europe,2024,1,2,
58.5,-4.8,europe,2023,2,3,
39.1,26.2,europe,2023,2,2,
43.4,-4.1,europe,2025,1,1,
39.1,9.5,europe,2025,2,2,
55.7,12.9,europe,2023,1,3,
47.0,14.8,europe,2023,1,1,
55.9,12.8,europe,2023,2,1,
50.7,-1.2,europe,2025,1,1,
52.2,4.4,europe,2024,2,2,
48.1,3.0,europe,2024,1,3,
52.0,-2.6,europe,2024,1,1,
38.1,14.7,europe,2025,1,1,
55.1,-7.1,europe,2023,1,1,
43.0,9.4,europe,2024,3,2,
53.5,-1.6,europe,2025,1,2,
58.2,26.1,europe,2025,1,1,
53.3,-6.4,europe,2024,4,2,
53.0,4.8,europe,2025,2,2,
57.0,18.3,europe,2025,1,1,
54.3,-8.6,europe,2025,2,5,
52.3,12.9,europe,2024,1,1,
51.6,0.9,europe,2024,1,1,
41.5,25.6,europe,2024,4,1,
51.3,1.2,europe,2023,2,3,
46.1,-1.3,europe,2023,1,1,
51.6,0.6,europe,2025,1,1,
42.3,46.9,europe,2023,1,1,
56.0,14.0,europe,2025,12,11,9.985
34.9,34.0,europe,2024,1,2,
43.9,3.9,europe,2025,7,5,
40.9,0.8,europe,2024,2,2,
43.7,11.2,europe,2023,3,4,
36.7,-5.3,europe,2024,1,2,
41.1,0.2,europe,2023,2,1,
45.7,13.6,europe,2023,1,4,
42.6,2.9,europe,2025,3,7,
42.0,-7.5,europe,2025,5,3,
43.6,3.6,europe,2023,1,1,
40.2,20.7,europe,2025,3,1,
53.9,10.5,europe,2023,2,3,
43.6,-7.9,europe,2023,1,3,
41.1,-6.8,europe,2025,1,6,
42.7,0.9,europe,2025,6,3,
46.2,7.2,europe,2025,1,1,
47.2,0.0,europe,2024,1,3,
47.4,19.7,europe,2023,1,2,
52.2,13.1,europe,2025,2,3,
54.1,13.3,europe,2023,1,3,
53.0,-6.3,europe,2025,1,2,
61.8,24.1,europe,2024,2,2,
59.2,17.6,europe,2023,1,3,
58.1,15.7,europe,2024,3,4,
46.5,11.6,europe,2025,2,2,
53.2,-1.6,europe,2024,5,3,
61.4,27.5,europe,2023,1,1,
65.3,29.3,europe,2023,1,5,
55.6,39.2,europe,2024,1,2,
54.1,-8.9,europe,2024,1,1,
